text,label
kaliteli ürün hızlı kargo teşekkürler...,pos
"prima, son derece memnun kaldığım bir ürün. özellikle hepsiburadadan temin edildiğinde fiyatı oldukça makul oluyor. 15 aylık ikizlerim doğduğundan beri tüm bebek bezi ihtiyacımızı hepsiburadadan karşılıyorum. çok memnunum.",pos
çok güzel,pos
uygun fiyat. hızlı kargo.  teşekkürler.,pos
bebeğimiz bu ay 1 yaşına girecek. uzun süredir 4 numara bez kullanıyoruz. daha önce premium care kullanıyorduk fakat aktif bebek daha uzun süre dayanıyor.,pos
diger bezlere gore ince olmasi ve kotu kokulari hissettirmemesi artilari,pos
i̇lk başlarda molfix kullandım sonra primaya geçtim primadan çok memnun kaldım ve kalmaya devam ediyorum.,pos
bebegimiz dogdugundan beri prima kullaniyoruz. hep ayni kurulukta kalmasi ve bebegimizin rahat etmesi sebebiyle ilk tercihimiz,pos
prima kaliteli fiyat da güzel. hepsi burada söz verdiği zaman da getiriyor. almak isteyen herkese tavsiye ederim.,pos
önceki yorumlarda yazılan eskileri daha iyiydi konusu doğru. fakat her ürünün eskisi daha kaliteli. bu da öyle. bence şu an için fiyat performansı en iyi bebek bezi. tavsiye ederim,pos
1 yıldır kullanıyoruz. memnunuz.,pos
hizli teslimat ve uygun fiyat her zaman icin. bebegim dogdugu gunden beri bez siparisini hepsiburada. com'dan veriyorum,pos
guzel bir urun h tsk,pos
kaliteli ürün teslimat hızlı.teşekkürler hepsiburada.,pos
primanın kalitesi konusunda tereddüt etmeye zaten gerek yok. hepsiburadaya da ayrıca teşekkürler..,pos
sıcak yaz günlerinde bile pişik olmadı. altı aydır kullanıyoruz ve gerçekten en kaliteli bebek bezi.,pos
ürün fiyat ve performans olarak çok iyi,pos
prima aktif bebek harika ürün hepsiburada imkanıyla gayet uyguna geliyor.,pos
teşekkürler bu i̇mkanı sağlayanlara,pos
bebek bezi markalari icinde kafamiz rahat kullanabildigimiz tek urun...hepsiburada da fiyat avantaji da cabasi.tek kelimeyle benekler mutlu anne-babalar mutlu:)...,pos
kampanyaları takip ederek çok uygun bir fiyata almış olduk,pos
hepsiburada kalitesi...,pos
ikizlerime prima kullanıyorum cok memnunum tavsiye ederim hepsiburadan da alisveris cok iyi kargo hemen teslim...,pos
mükemmel fiyat,pos
2 çocuğumuzda da başka bez kullanmadık çok kaliteli kampanyalar ile çok iyi fiyatlara alınabiliyor,pos
marketten çok daha ekonomik bir şekilde hepsiburadadan alıyorum. ancak primanın yeni 3 kanal teknolojisine geçtiği bezleri çok kötü eskisinden çok daha memnundum.,pos
"kaliteli ürün, hızlı teslimat ve memnun kızım. teşekkürler hepsiburada",pos
eski bezler daha kaliteli ve daha kullanisliydi. yeni bezler biraz malzeme kalitesi düşük ve bant yerleri sert çekince kopuyor. onun harici bir sorunu yok ama doğruya doğru prima kalitesini düşürdü. ama şu an için prima dan iyisi yok,pos
piyasaya göre fiyatı uygun hepsiburada da hiç sorun çıkmadı hayırlı alışverişler,pos
prima'nın kalitesini bilmeyen yoktur.hepsiburada kampanyaları ve  uygun fiyatlar birleşince başka ürün alınmaz,pos
çocuklarım için kullandığım tüm bezler içinde prima markasıda dahil olmak üzere en memnun kaldığım bez oldu.çocuklarımı bu bezle büyüttüm büyütmükteyimde...muhakkak denenmeli . aylık plus pakete gelince ekonomik ve ikide bir bez bitti yenisini alalım meşguliyeti yaşanmadan  rahatça kullanıyorsunuz.ekonomik olması ise cabası,pos
fiyat super urun cok kaliteli kargoda sikinti yok.her sey icin tesekkurler,pos
ürünün tesliminde herhangi bir sıkıntı yaşamadım prima herzaman tercihim olmuştur.,pos
kapasite çok iyi. 10-12 saate kadar sızıntı yapmıyor. fiyat biraz daha uygun tutulabilir.,pos
denedigimiz diğer bezlerde hep pişik sorunu yaşadık. primaya geçince gerçekten çok rahatladık. kalite olarak tartışılmaz.,pos
kesinlikle diğer satıcı mağazaları arasında fark var.kaliteli urun,pos
gercekten guzel bir urun ve hepsiburada.com fiyati ve hizli kargosuyla takdiri hakediyor.,pos
2.5 yıldır kullanıyoruz çok memnuniyet ile kullandık. su tutma kapasitesi ve pişik yapmaması en önemli özellikleri,pos
başarılı,pos
hepsiburada gerek piyasada fiyatlar gerekse kargoda en uygun imkani sagladigi icin tesekkurler,pos
"uzun zamandır kullandığım bir ürün, memnunum. başka bir yerden de asla almadım, hepsiburada fiyatı her zaman avantajlı. i̇ndirimleri mutlaka takip edin..",pos
daha önce ki çocuğumda da prima kullanmıştım. çok başarılı bulduğum bir firma.,pos
"ürünün markası ve kalitesi belli , büyük marketlerle kıyasladığımız zaman fiyatı çok daha uyguna geliyor",pos
teşekkürler hepsiburada,pos
piyasadaki en iyi ürün diyebiliriz fiyat konusunda da indirime girdikçe hb den alıyorum daha ucuza geliyor,pos
başarılı tavsiye ederim.,pos
dogumdan beri kullaniyoruz. cok memnunuz.,pos
oğlum doğduğundan beri sadece prima kullandım. genel olarak memnunum. hepsiburada'yı takip ederek en uygun fiyatla alışverişimi yapabiliyorum. tavsiye ederim.,pos
en iyi fiyat yine hepsiburada da teşekkürler,pos
urun siparisimden 24 saat sonra elime ulasti.fiyat ve termin hizi ideal.,pos
kizim doğduğundan beri prima kullanıyorum ve hep burdan aldım her zaman daha avantajlı oldu benim icin. hem primayi hem hepsiburadayi tavsiye ederim.,pos
ürün mükemmel indirimler sayesinde cok kazancım oldu,pos
harika ürün. harika fiyat. teşekkürler hepsiburada.com....,pos
"teşekkürler, hızlı kargo, süper ürün",pos
doğumdan beri prima kullanıyorum gerçekten kalitesi fark ediyor ama numarası büyüdükçe eski memnuniyeti vermiyor mesela şuan 5 kullanıyorum ilk kullandıklarım kadar sıvı tutmuyor,pos
indirimleri takip ederseniz uygun fiyata alabilirsiniz. tavsiye ederim,pos
prima premium care kullanıyorduk ama aktif bebek e geçtik ve gayet memnunuz:),pos
bu fiyata bu kalite gerçekten çok iyi. teşekkürler hepsiburada.,pos
"oğlumuza doğduğundan beri kullanılıyoruz, şu ana kadar herhangi bir sorunla karşılaşmadık. herkese tavsiye ederim.",pos
kızım doğduğundan itibaren kullanıyoruz pişik vs hiç bi sorunla karsilasmadik öneririm gönül rahatlığıyla kullanabilirsiniz,pos
hepsiburda araciliği ile devamlı satın aldığımız ürün gayet güzel kargoda hızlı.,pos
bebeğimiz doğduğundan beri hep prima kullandık ve çok memnunuz. en uygun fiyatları da hep hepsiburada'da gördük.,pos
arada çekince bantları kopsa da genel olarak memnunum,pos
bebeğimize ilk günden beri kullandığımız tek sorunsuz ve sıkıntısız harika memnun olduğumuz bir bez teşekkürler hepsiburada ????,pos
kaliteli ve uygun fiyatlı . tavsiye ederim.,pos
prima zaten kendini kanıtlamış bir marka hepsiburada dan da çok iyi imkanlarla devamlı ulaşabiliyorum tebrikler,pos
devamlı aldığım aylık paketlerden çok memnunum. prima on numara beş yıldız bir bez. herkese tavsiye ediyorum. aylık alırsanız ve uygun kampanyayı yakalarsanız daha da ucuza alırsınız.,pos
"en sevdiğim bebek bezi, kızıma doğumdan itibaren bu markayı hepsiburadan alıyorum, en uygun fiyat burada!",pos
ürün sorunsuz bir şekilde tarafıma ulaştırıldı. teşekkürler hb,pos
"ürün piyasadaki en ucuz ürün , teslimat çok hızlı.",pos
fiyat ve kargo açısından iyi,pos
bebeğim doğduğundan beri prima bebek bezi kullanıyoruz.çok memnunuz şu anda 5 no kullanıyoruz ve hepsi burada.com dan fiyat açısından en hesaplı alışverişi yapıyoruz.teşekkürler hepsiburada.com.,pos
ürün gayet güzel,pos
ürün hakkında yorum yazmaya gerek yok. bir numara,pos
çocuğum 18 aylık ve doğduğundan beri prima kullanıyorum. en uygun fiyat kesinlikle hepsiburada,pos
"oğlum ilk doğduğu günden beri bezi burdan alıyorum . hem daha ucuz hem de eve kadar geliyor, kendim taşımıyorum. her siparişte iki paket alıyorum kargo da bedavaya geliyor. bezin kalitesiyle ilgili zaten diyecek yok. düşünmeden alın . teşekkürler hepsiburada...",pos
harika,pos
fiyat ve kargo konusunda memnun kaldım. teşekkür ederim. tavsiye ederim.,pos
fiyatı cazip ve hızlı teslimat olarak gayet iyi.,pos
hızlı teslimat ve uygun fiyat. teşekkürler..,pos
"çocuğumun bez ihtiyacını her zaman hepsiburada'dan sipariş vererek karşılıyorum. hızlı kargo, uygun fiyat, kaliteli ürün.. teşekkürler hepsiburada",pos
ikizlerim var. her iki yada bir sipariş veriyorum. o kadar yere baktım ama hepsi buradadan daha ucuzunu bulamadım.teşekkürler hepsiburada.com,pos
denediklerimden en iyi ve en memnun kaldığım bez tavsiye ederim kesinlikle ??,pos
primadan cok memnunuz herzaman en uygun fiyatta hepsiburadada oluyor  tavsiye ederim,pos
prima için yoruma gerek yok hızlı teslimat. mükemmel ürün teşekkürler,pos
ürün kaliteli fiyat da güzel... hepsi burada söz verdiği zaman da getiriyor... almak isteyen herkese tavsiye ederim...,pos
bir iki defa bantlarda kopma yaşadım onun dışında kalitesi güzel. .,pos
"prima kalitesi belli,sızdırma konusunda mükemmel. hepsiburada fiyat olarak oldukça iyi ve teslimat hızlı. hepsiburada'dan yaptığım her alışverişte olduğu gibi yine memnun kaldım.teşekkürler...",pos
oğluma da kızıma da prima kullanıyorum çok memnunum???? sıfır sızıntı mutlu anneler ??,pos
en iyi ürün en uygun fiyata hepsiburada,pos
hep prima kullandım gayet memnunum,pos
oğlum 2 yaşına giriyor doğdugundan buyana hepsi buradadan sipariş veriyoruz büyük marketlerden uygun veriyorlar ama kampanya zamanlarını takip etmenizi tavsiye ederim .. daha uygun oluyor.,pos
"kusursuz ürün, teşekkürler hb",pos
kullanışlı ancak premium care kadar değil. suyu emince çok fazla şişiyor. ama diğer markalardan kat kat kullanışlı,pos
hem kaliteli hem hesaplı bir ürün.tavsiye  ederim. siparişin ertesi günü elime geçti.,pos
güzel beğendi̇k,pos
gayet güzel,pos
prima bebek bezleri oldukça kaliteli ve fiyat olarakta en uygun hepsi burada idi bir gün öncesine kadar ama hepsi burada hem fiyat artırmış hemde kargo ücreti limitini artırmış inşaallah eskiye  geri  döner,pos
prima gerçekten mükemmel oglum doğduğundan beri kullanıyoruz. hepsiburada hem hızlı hem ekonomik,pos
severek kullandığımız bir marka ve fiyat  tesekkur ederiz hepsi burada ailesi,pos
piyasanın altında bu fiyata başkayerde yok niye daha fazla ödeyeyim üstelik ayağıma kadar geliyor,pos
"urun tartisilmasiz en iyisi. tek rakibi kendisi. kendi modelleri yani. bir modelinden daha iyisi diger bir  modeli :) uygun fiyat , kaliteli urun , tavsiye ederim ..",pos
hızlı teslimat. mükemmel ürün teşekkürler,pos
cukk guzel bır bez,pos
"kesinlikle sizdirmayan, bebegimin altini uzun sure kuru tutan bez markasi :))",pos
"kaliteli ürün, 9 aydır kullanıyorum, tavsiye ederim.",pos
"gercekten sızdırmazlık konusunda memnun oldugumuz bir ürün , herkese tavsiye ederiz.",pos
"2 çocuğumuz içinde bu üründen başkasını kullanmadık,emiciliği cilde uyumu gayet iyi.sık kullanım yapanlar içinde gayet ekonomik bir ürün marka güvenilirliği bence tam puanı hak ediyor ekonomi şartları gereği olsa gerek biraz zamlanmasına rağmen mahale marketlerine göre halen uygun fiyatlı.gönül rahatlığı ile tavsiye ederim.",pos
tam zamanında geldi çok memnun oldum teşekkürler hepsi burarada,pos
hep tek tercihimiz oldu. hiç başka markayı düşümedik.,pos
surekli kullaniyoruz,pos
kızım doğduğundan beri kullanıyoruz. memnunuz.,pos
her ay aylık olarak hepsiburada dan alıyorum. hem bu sayıda piyasada bulmak çok zor hemse çok uygun fiyata geliyor. hiç uğraşmadan hepsiburadan güvenle alıp geçin...,pos
hepsiburada hızlı sevkiyata ve poyasada ki en düşük prima bebek bezi fiyatıyla kiyaslamasiz.,pos
2 oğluma da kullandığım sorunsuz bez hepsi burada ile uygun fiyatla,pos
hepsiburada sayesinde hesapli alisveris yaptim. bu jumbo boy paket heryerde bulunmuyor.,pos
ben önceden toptancıdan aldığım bezi burdan hem daha ucuza hemde eve teslim alıyorum emeği geçenlere teşekkürler,pos
hepsi burada çok hızlı sipariş verdim çabuk geldi ürün de kaliteli,pos
ben iki çocuğumada prima kullandım ve vaz geçmeyi düşünmüyorum en kaliteli ürün sizde deneyin.,pos
pri̇ma 1 numara başka tanimam hepsi̇ burada da 1 numara si̇te,pos
"kullanışlı,hesaplı ve hızlı gönderi için hepsi burada ya teşekkürler.",pos
"mükemmel koruma  , fazla harekete rağmen sızdırmaz yan alanlar  , kokusu da cok güzel",pos
"şimdiye kadar hiç sorun yaşamadık, beklentileri karşılayan başarılı bir ürün.",pos
hızlı teslimat. mükemmel ürün  teşekkürler,pos
"en iyi fiyat, en iyi kalite",pos
bebeğiniz biraz iri ise geceleri bel ve göbek bandı katlandığı için sızdırma yapabiliyor. o yüzden 5 numara yerine 6 numara tercih edilebilir. bunun dışında gayet iyi bir ürün kesinlikle alerji yapmıyor.,pos
"bebeğimize sadece prima bez kullandık , gece yatarken 1 numara büyük kullanırsanız daha iyi olur.",pos
bez bebeğim için üretilmiş resmen hepsi burada farkıyla ve fiyatıyla olağan üstü bi alışveriş oldu teşekkürler hepsiburada :)),pos
"başka marka kullanmadığım için bildiğim kullandığım en güzel marka bence,",pos
prima ve hepsiburada kalitesi...gercekten mükemmel,pos
gayet iyi güzel bir ürün zaten marka da kaliteli,pos
hep memnun kaldım teşekürler,pos
bi çok bez kullanmama rağmen bunun gibisi yok bebeğim de bnde çok mutluyuz ayrıca kargoda çok hızlı her işlemden haberdar ediliyoruz site tarafndan??,pos
"birçok değişik marka denedik, hiçbiriyle prima ile rahat ettiğimiz kadar rahat olamadık.",pos
bu fiyat market fiyatlarından daha ucuz ve kapınıza geliyor.,pos
100tl ve üzeri kargo bedava olması mükemmel fırsat.,pos
prima kalitesini anlatmaya gerek yok birde hepsi burada güvencesi ile netten hızlı ve kolay alış veriş,pos
beklentimin altında bir ürün kaliteli değil,neg
3. kademe hız da motor titreme yapıyor.bu sebebten 3.kademe kullanımda uzun ömürlü olacağını zannetmiyorum.elide rahatsız ediyor.,neg
başlığı sabit durmuyor. arka koruma demiri üfleme hızını 2.sewiye yapınca yüksek ses cikariyor,neg
ürün gayet kalitesiz öğrenci evinde aldığımız 20 tl lil fön makinası ile aynı hiç farkı yok nerdeyse tek fark üzerinde arzum yazması o kadar.,neg
yuksek hizda kullanirken titredim yaptigi icin eli rahatsiz ediyor,neg
ürünün rengi parlak siyah gösterilirken gelen ürün mat siyah ve adi bir plastik gibi duruyor.,neg
çok kalitesiz.,neg
bi makinadan ancak bu kadar ses çıkabilir. ağaç motoru daha az ses çıkartır.,neg
bu ürünü kızıma aldım kendisi öğrencidir. sadece iki gün sonra fişe takılıyken bozulduğunu söyledi. şahsen üzüldüm. böyle bir ihtimal olduğunu bilesiniz diye yazıyorum.,neg
sesi cok gucu az kurutmasi zayif ergonomik degil vasatin altinda bi ürün,neg
beklediğimden berbat çıktı arkadaşlar gücü yine vasat bundan daha fazlalarına bakın derim,neg
aldığım ilk günden beri 1. kademede kullandım ilk defa 2. kademe de kullanayım dedim dumanlar cıktı. çok kötü basarısız ve dayanıksız bir ürün,neg
"ilk kullanımda yandı. sadece 1,5 dakika kadar kullanamadım. üflemesi çok zayıf. iğrenç bir plastik kokusu var. şu anda makineyi fişe taktığımda gürültülü tiz bir ses geliyor ama üfleme hiç yok ve de alev alacakmış gibi ısınıyor. acaba ürünlerden en kötüsü bana mı denk geldi.",neg
arka kapağı tam oturmuyor ve çalışırken titreşip gürültü yapıyor.,neg
verdiğim paraya yazık i̇yi göründüğüne bakmayın almayın...,neg
çok gürültülü çalışıyor. ayrıca üfleme gücü yetersiz. isı ayarı arasında neredeyse fark yok gibi. otellerde ki saç kurutma makineleri performansında,neg
ürünü aldım iki günde teslim edildi ama makine çok sesli çalışıyor.,neg
en yüksek hıza aldığımda arkasındaki filtrenin titreşiminden dolayı cızırtılı bir gürültü oluyor. çok rahatsız edici. ayrıca ürün malzeme kalitesi de hiç güzel değil. i̇ade ettim. sıradan bir makine,neg
makine aşırı yüksek sesli ve verdigi hava yetersiz,neg
ürün performansı fiyatına göre oldukça iyi. malzemesi de kaliteli.,neg
ancak ionic özelliği yani elektriklenmeyi engelleme özelliği sıfır. ya üründe yok ya da bana satılan üründe koymayı unutmuşlar. gerçekten inanılmaz şekilde elektrikleniyor kurutma sonunda.,neg
arzum markasına güvenerek aldım fakat fön çekerken oldukça işlevsiz makine kendini kapatıyor anca soğuyunca tekrar çalışmaya başlıyor. tavsiye etmem.,neg
plastik malzemesi kaliteli değil. çıkan sese kıyasla üflediği hava az. bu fiyata bu kadar..,neg
hepsi burada vok hizli gonderi fakat arzumun kalitesi hic iyi değil,neg
"prima eski kalitesinden taviz vermeye başladı. eskiden hiç sızma görmezdik şimdi 5 numara büyük bez olmasına rağmen bezde sızma oluyor, çocuk 3 yaşında tabi idrarda artma oluyor ama bez de büyük. ürün kalitesi hoşuma gitmedi ve şüphelendirdi şahsen beni...",neg
prima 1 ve 2 numarada sorun yoktu ama 3 numara çok ağır plastik kokuyor.,neg
her yaptığı kaka olduğu gibi dışına cikiyor,neg
malzeme kalitesi markette satılan gibi değil. orta kısımlarında delikler var. çamaşır değiştirmek durumunda kalıyoruz.,neg
kullandıktan sonra yorum yapıyorum sızdırıyor günde iki bez kullandığımız çocuk şimdi 4 ten aşağı bezlenmiyor. uygun fiyata almıştık fiyatına göre muamele yaptı..,neg
arkadaslar gunduz sikinti yok.gece cocuk sirilsiklam oluyor.yeni mikro teknolojisi berbat kaciriyor.bi önceki versiyonda sikinti yoktu...,neg
sürekli kullandığım bir bezdi son aldığım paket öncekilere göre daha ince uzun süre bebekte kalınca sızma yapıyor ortalama ömrü 8 saat,neg
"son aldigim 2 kutudan hic memnun kalmadım.bez ortasindan kiyafete sızdırıyor, prima ya yakışmadı. bu tur sikayetleri görünce de iyice emin oldum. baska marka deneyeceğim",neg
çok pahalı vede yerlimalı olarak bilinen marka hem bunda ucuz hem daha kaliteli bir kere aldım bidaha mümkün deyil,neg
"eski urunler gibi degil. daha ince ve sizdiriyor. 2 yildir cocugun kiyafetine sizma olmadi ancak son aldigim bezlerde neredeyse hergun kiyafetine sizma oluyor. eski bezlerimle kiyasladim, hem daha ince, renk tonu farkli, cizgiler ve yazilar farkli. tavsiye etmiyorum almayin.",neg
son aldığımız paketten hiç memnun kalmadık. zaman zaman çocuğun üzerine geçirdi.,neg
kesinlikle eski ürünler gibi değil. dikkat edin.ince ve sızdırıyor. paketinin üstünde bulgarca yazıyor sanırım fazla kalan ürün.diğer primalar gibi değil.beğenmedim.,neg
"bezde bir yenilik yaptılar ardından geceleri sızdırma başladı. gündüzler tamam ama geceleri tavsiye etmiyorum, premium olanı kullanıyorıuz.",neg
sürekli sızdırıyor.önceki kullandığım prima ürünlerine hiç benzemiyor.,neg
prima satın aldım. ancak sebebi her neyse pampers marka geldi. bu da fena degil ama.,neg
geceleri sızdırıyor.,neg
çocuğumuz doğdu doğalı prima kullanıyoruz fiyat kalite oranı en iyi olan ürün olduğunu kullandıkça gördük,neg
gelen ürün prima değil yurt dışında satılan pampers ve kalitesi de ona göre daha düşük,neg
idare eder,neg
kızım 12 kilo aldığımız bez 11-18 kilo arası 4+kullanıyorduk küçük geliyor diye 5 numara aldık ama geceleri reklamların aksine sıvı yatakta hapsoluyor. 4+tada aynı sorun vardı. sanırım 2 günde bir yatak değiştirmeye devam edecegiz,neg
urun aldik ama primanin eski kalitesi yok sabahlari bebegimiz uyandigimda alti  kiyafetleri islak bir sekilde buluyoruz primanin buna acil olarak bir cozum bulmasi gerekiyor,neg
"aldım ama kafamda soru işaretleri var,,,",neg
"bugune dek defalarca küçük bedenlerini aldığımız ürünün ilk defa bu boyunu aldık ve burnumuzdan geldi. her defasında bez sızdırdı. hatta sızdırmak bile denmez, resmen süzgeç gibi alta geçiriyor. nerde yapılıyor nasıl üretiliyor bilmiyorum ancak tamamen bizi bezdirdi. her bez değiştirmede bezle beraber çocuğun tüm kıyafetlerini de değiştirdik.",neg
"ürün eski ürün değil , çok kalitesiz , faturasını atmasam iade edecektim , çocugu pişik yaptı resmen , böyle bir ürün satmak size hiç yakışmadı.",neg
yenilenen kanallı bezler iyi değil. sürekli sızdırıyor. eskiler daha iyiydi.,neg
bence kalitesini artık düşürmüş.ilk cocugumda da bu markayi kullandım o zaman daha iyiydi. çok sızdırıyor sürekli kıyafet değiştiriyoruz. değiştirmeyi düşünüyorum,neg
2 senedir oğlum için kullandığım tek bezdi. son zamanlarada çok fazla sızdırıyor. kanal sistemine geçmeleri hiç iyi olmadı. bu haliyle rezalet. artık almayacağım. bir yıldız bile çok.,neg
sızdırma yapiyor. birde islak mendil koyulsa koliye fena olmaz.,neg
gerçekten çok kötü kalitesi cok kotu bebegimin kiyafetleri hep nemli oluyor ve kakası sırtına cikiyor,neg
son aldığım paketteki bezlerin daha da inceldiğini gördüm ve kzım sabah uyandığında çişi bezin dışına taşıyor. i̇ncelmesinden diye düşünüyorum. memnuniyetim giderek azalıyor :(,neg
arkadaşlar bebeğim için yaklaşık 1.5 senedir prima pampers kullanıyorum son almış olduğum mega box yeni yazan ürünler kalite ve sızdırmazlık olarak eski ürünle uzaktan yakından alakası yok kesinlikle bir maliyet hesabına girilmiş kutusundan bezin kalitesine herşeyi baştan aşağı değişiklik göstermekte açmamış olsam iade etmeyi düşünüyordum.kali̇te eski̇si̇ gi̇bi̇ deği̇l sizdiriyor,neg
eski prima daha iyiydi sabaha kadar tek bezle sizdirma yoktu ama su yenilenen 3 kanalli ile surekli gunduz bile sizdirmalar mevcut,neg
oğlum doğduğundan beri hep prima premium care kullandım bir kaç kere sızdırdı laboratuvar 'a gönderdiler hiçbir sıkıntı yokmuş öle dediler kullanmaya devam ettim şuan prima pampers kullanıyorum oğlum sabahları kalktığında üstü başı her yeri ıslak uyanıyor laboratuvar sonuçlarında yine bir şey çıkmadı bunlar araştırmaları buharla yapıyor heralde.,neg
bezi bağladıktan sonra her kontrol edişimizde bantların ayrıldığını görüyoruz. kalite gerçekten kötü.,neg
pişik yapıyor,neg
ben 2 yıldır kullandığım prizma bez bu defa hayal kırıklığı yarattı geceleri çocuğun bezini kontrol ettiğimizde üstü başı ıslak şekilde buluyoruz her seferinde. ya ürün kalitesi düştü yada burada satılan ürün kalitesiz. aldığım ürünün üzerinde bulgarca yazılar yazıyor bu ayrıca tedirgin etti beni. tavsiye etmiyorum,neg
ilk 3 numaraya geçtiğimizde ürünü çok begendik fakat daha sonra değişti bebeğimin iç çamaşırı sanki nemli gibi oluyor kaliteyi dusurduler,neg
aynı markanın eski bezlere nazaran daha ince altına yaptıgında sırtına kadar cıkıyor elbisede degistirmek zorunda kalıyoruz ürün daha kaliteli hale gelmeli bu markaya yakısmadı bu ürün,neg
"prima yeni üç kanallı bezi sızdırıyor, eski bezle bebeğim sabaha kadar yatardı ama bu bezin kesinlikle değişmesi gerekiyor aksi takdirde bebeğimin çamaşırları dahi ıslanıyor doğduğundan beri prima kullanıyorduk ama bir daha alır mıyım biliyorum",neg
"prima da sızdırırsa artık ne alacaz bilemedim , 2 paket aldık bi de :(((",neg
cocugumuz 2 yasinda ve dogdugu gunden beri prima kullaniyorduk..ta ki radikal bir karar verip fiyat rekabeti icin kalitenizden odun verene kadar..bu urun prima kalitesine yakismiyor..,neg
ne yazıkki artık bezinizi almayacağım. çünkü sürekli sızdırma problemi oldu. i̇lk sızdırdığında bildirdim firmaya döndüler hemen yeni bezde gönderdiler ama bi şey değişmedi. artık prima kullanmayacağım. eski hali daha iyiydi bu bezin ilgililere duyurun lütfen.,neg
primanin indirimli bezlerinde kalite hataları var! o kadar sizdiryor ki her seferinde çocuğun giysilerini de değiştirmek gerekiyor!,neg
i̇yi güzel,neg
prima daha oncede kullandim ama bu kadar kalitesiz bir prima kullanmadik.yapistirma yeri kopuyor.hemen doluyor kalite sifir.tavsiye etmiyorum kimseye,neg
sanki piyasadaki en kötü ürün gibi bir havası var. 3 yıldır kullanıyoruz prima artık tanınacak halde değil. başka markalarda arayışa başladık bile,neg
emici kanallar hiçte emici değil. nerdeee eski prima kalitesi.. maalesef bu yeni primayı hiç beğenmedim,neg
primayı 1 yıldan fazla kullandık ta ki  eylül ayına kadar eylül ayından sonra kaliteyi çok düşürdüler.ne demek istediğimi anlamak için bu bezin ocak ayından bu güne kadar  çok kötü yorumları okumanızı tavsiye ederim...,neg
yeni üretilen bezler incelmiş sanki. sürekli sızdırıyor. elimdekiler bitince farklı marka tercih edeceğim.,neg
çok incelmiş. sızdırıyor. bildiğimiz prima değil... üzgünüm ama tavsiye etmiyorum... aldığıma pişman oldum...,neg
"sadece 1 numara bezde sorun yaşamadik, 2 ve 3 beden bezler çok kötü, hem sizdiriyor hem son dönemde pi̇şi̇k yapti, son paket bi̇tsi̇n bi̇r daha asla..",neg
premium careden sonra fiyatı uygun diye kullanmaya başladık ama kızımda pişik ve mantar oluşumuna neden oldu. kimseye önermem berbat,neg
arkadaşlar uzun zamandır bunu kullanıyorum fakat kalitesinde bi değişim oldu sızdırmaya başladı fakat bu hepsi burada ya özel bisi değil marketten vs yerden alincada aynı. bilmiyorum böyle düşünen varmı.,neg
markette satılanlardan daha sert gibi sanki bunu anlayamadım tabi. ancak fiyatı fena değil . alınabilir tavsiye ederim. memnunuz,neg
oğlum doğduğundan beri kullanıyorum.çok memnundum. ama bu yenilenen prima çok kötü.her gece kıyafet değiştiriyoruz.kullanmayı bilmiyorlar diye yazanlara söylüyorum 20 aydır kullanıyoruz .,neg
kesinlike kaliteyi sıfırlamışlar.hem sızdırıyor hemde çırtlı yeri açılıyor.,neg
yaklaşık 2 yıldır kullanıyorum.bu zamana kadar hiç şikayetim yoktu.son aldığım bez berbat.sızdırıyor.kalite düşmüş.tavsiye etmiyorum.,neg
"son aldığım bezler sızdırıyor,eskiden aldıklarım böyle değildi.",neg
uzun zamandır kullanıyoruz. çok sıkıntı yaşamadık. tavsiye ederim...,neg
hiç eskisi gibi değil. artık sızdırıyor. neden böyle incelttiler anlamıyorum. herhalde para meselesi,neg
son aldığım bez sızdırıyor ....  çok yazık !!!  böyle büyük bir firmanın hatalı ürünlerini piyasaya sürmesi akıl alır gibi değil..,neg
eskiden çok kaliteliydi. aama şuan üretilenler berbat. eski ürünler kalın ve muhteşem emicilik ve kuruluk saglıyordu. şuan üretilenler çok ince ve her çiş sızdırıyor. her çiş yapışından sonra bezle birlikte kıyafet te degişiyoruz. eski kalitesine dönmedigi sürece bu markayı asla kullanmayacagız,neg
yenilenen primayı beğenmedim. çünkü sızdırıyor her seferinde kızımın  bütün kıyafetlerini değiştirmek zorunda kalıyorum. en başından beridir prima kullanıyordum şimdi hayal kırıklığı oldu açıkçası. umarım yorumlar dikkate alınır. siteden yana hiç bir sıkıntı yaşamadım.,neg
pri̇ma kali̇tesi̇ tartişilmaz tabi̇ki̇de ama i̇nternetten alinnan i̇le marketten aldiğiniz arasinda fark edi̇lecek bi̇r i̇nceli̇k söz konusu.,neg
20 aylık kızıma doğduğundan beri prima alıyoruz. hatta sürekli hepsi buradadan aldık ve alışverişimizde hiçbir problem yaşamadık. ancak son iki aydır prima bez kalitesini değiştirdi ve daha kötü oldu. kızımın belinde kızarıklık yaptı ve aşırı sızdırıyor. bir daha kesinlikle prima almam.,neg
yine hepsiburadaya devam ancak farklı bez tercihi ile.,neg
her zamankinden farklı geldi kalitesiz sizdiriyor tavsiye etmem,neg
yeniledik demişler ama mahvetmisler bezi. kalite sıfır. müthiş sızdırıyor.emicilik falan kalmamıs.2 kutu almıştım bir de....başka bez alacağım artık. tavsiye etmiyorum !,neg
